,population_size,relative_error_avg,satisfied_clauses
167,172,0.022036735713582806,0.9926608
168,173,0.023707817460287765,0.9931194999999999
169,174,0.05279412056427103,0.9949542999999998
170,175,0.02891945681663538,0.9922020999999999
171,176,0.03055488338183008,0.9967891
172,177,0.016489003145218777,0.9940368999999999
173,178,0.01979456579210082,0.9963304
174,179,0.030493922697634807,0.9954129999999999
175,180,0.05452148014673856,0.9949542999999998
176,181,0.029178395602910422,0.9931194999999999
177,182,0.03256106940544137,0.9944955999999999
178,183,0.021954397405008395,0.9949542999999998
179,184,0.03499151077365961,0.9940368999999999
180,185,0.029840650705821176,0.9949543000000001
181,186,0.014244785214928949,0.9940368999999999
182,187,0.02419312077599412,0.9940368999999999
183,188,0.03756216648732601,0.9944955999999999
184,189,0.0388393877687228,0.9967891
185,190,0.024515651124036246,0.9935782
186,191,0.022998910222666365,0.9949543000000001
187,192,0.015038926668181568,0.9949542999999998
188,193,0.025957437335697043,0.9940368999999999
189,194,0.02512145437962619,0.9931194999999999
190,195,0.03846357009663667,0.9944955999999999
191,196,0.026987487667161348,0.9931194999999999
192,197,0.033387049048796136,0.9958717
193,198,0.03445008516505529,0.9917432999999999
194,199,0.015839246128358145,0.9954129999999999
